NAME,TYPE,DESCRIPTION,PATH,HEIGHT,.MANF,.MANF_P#,.PARAM,.PARAM2,.VALUE,https://github.com/chilaboard/Altium-Library/raw/refs/heads/main/
MAX3232_SSOP16,SCHLIB,"RS-232, DUAL, +3~5V, Driver/Receiver, Low-Power, up to 1Mbps, Using Four 0.1µF External Capacitor",AltiumSCHLIB/rs232.SchLib,,"TI, Maxim Integrated",,PARAM,+3~5.5V,MAX3232,7/15/2024 8:38:38 AM
MAX3232_SOP16W,SCHLIB,"RS-232, DUAL, +3~5V, Driver/Receiver, Low-Power, up to 1Mbps, Using Four 0.1µF External Capacitor",AltiumSCHLIB/rs232.SchLib,,Maxim Integrated,,PARAM,+3~5.5V,MAX3232,7/15/2024 8:38:38 AM
MAX3221_SSOP16,SCHLIB,"RS-232, SINGLE CH, +3~5V, Driver/Receiver,",AltiumSCHLIB/rs232.SchLib,,Texas Instruments,,PARAM,+3~5.5V,MAX3221,7/15/2024 8:38:38 AM
TRS3122_QFN24,SCHLIB,"RS-232, DUAL, 1.8/3.3/5V, Driver/Receiver",AltiumSCHLIB/rs232.SchLib,,TI,,,1.8/3.3/5V,TRS3122,7/15/2024 8:38:38 AM
ST3232_SSOP16,SCHLIB,"RS-232, DUAL, +3~5V, Driver/Receiver",AltiumSCHLIB/rs232.SchLib,,ST,,PARAM,+3~5.5V,ST3232,7/15/2024 8:38:38 AM
SP3232_SSOP16,SCHLIB,"RS-232, DUAL, +3~5V, Driver/Receiver",AltiumSCHLIB/rs232.SchLib,,SIPEX,,PARAM,,SP3232,7/15/2024 8:38:38 AM
MAX3232_SOP16,SCHLIB,"RS-232, DUAL, +3~5V, Driver/Receiver, Low-Power, up to 1Mbps, Using Four 0.1µF External Capacitor",AltiumSCHLIB/rs232.SchLib,,Maxim Integrated,,PARAM,+3~5.5V,MAX3232,7/15/2024 8:38:38 AM
MAX232_SOP16W,SCHLIB,"RS-232, DUAL, +5V, Driver/Receiver",AltiumSCHLIB/rs232.SchLib,,Maxim Integrated,,PARAM,,MAX232,7/15/2024 8:38:38 AM
ISL4245_QFN32,SCHLIB,"RS-232, MULTIPLE, +3V, Driver/Receiver, 32-QFN",AltiumSCHLIB/rs232.SchLib,,Intersil,,PARAM,2.7 V ~ 5.5 V,ISL4245,7/15/2024 8:38:38 AM
ADM3251_SO16W,SCHLIB,"RS-485 Transceiver, Isolated, iIntegrated Transformer Driver, 460kbps",AltiumSCHLIB/rs232.SchLib,,Analog Devices,ADM3251EARWZ,"2.5KV Isolating, 460kbps, -40~85°C",5/3.3 (VDD1),ADM3251,7/15/2024 8:38:38 AM
SP3232_DIP16,SCHLIB,"RS-232, DUAL, +3~5V, Driver/Receiver",AltiumSCHLIB/rs232.SchLib,,"SIPEX, EXAR",,PARAM,,SP3232,7/15/2024 8:38:38 AM
MAX232_SOP16,SCHLIB,"RS-232, DUAL, +5V, Driver/Receiver",AltiumSCHLIB/rs232.SchLib,,Maxim Integrated,,PARAM,,MAX232,7/15/2024 8:38:38 AM
MAX232_DIP16,SCHLIB,"RS-232, DUAL, +5V, Driver/Receiver",AltiumSCHLIB/rs232.SchLib,,"Texas Instruments, Maxim Integrated",,PARAM,,MAX232,7/15/2024 8:38:38 AM
SN65HVD1477_MSOP8,SCHLIB,"RS-485/RS-422 Transceiver, FULL-DUPLEX",AltiumSCHLIB/rs485-422.SchLib,,Texas Instruments,SN65HVD1477DGK,"50Mbps, ±16kV ESD",3.3V,SN65HVD1477,7/15/2024 8:38:38 AM
SN65HVD78_SSOP8,SCHLIB,"RS-485 Transceiver, Half-DUPLEX",AltiumSCHLIB/rs485-422.SchLib,,Texas Instruments,SN65HVD78DGK,"50Mbps, 96nodes, ±12kV ESD","3.3/5v, -40~125oC",SN65HVD78,7/15/2024 8:38:38 AM
SN65HVD77_MSOP8,SCHLIB,"RS-485/RS-422 Transceiver, FULL-DUPLEX",AltiumSCHLIB/rs485-422.SchLib,,Texas Instruments,SN65HVD77DGK,"50Mbps, ±12kV ESD",3.3V,SN65HVD77,7/15/2024 8:38:38 AM
SN65HVD75_MSOP8,SCHLIB,"RS-485 Transceiver, Half-DUPLEX",AltiumSCHLIB/rs485-422.SchLib,,Texas Instruments,SN65HVD75DGK,"20Mbps, 213nodes, ±12kV ESD",3.3/5v,SN65HVD75,7/15/2024 8:38:38 AM
SN65HVD74_MSOP8,SCHLIB,"RS-485/RS-422 Transceiver, FULL-DUPLEX",AltiumSCHLIB/rs485-422.SchLib,,Texas Instruments,SN65HVD74DGK,"20Mbps, ±12kV ESD",3.3V,SN65HVD74,7/15/2024 8:38:38 AM
SN65HVD72_MSOP8,SCHLIB,"RS-485 Transceiver, Half-DUPLEX",AltiumSCHLIB/rs485-422.SchLib,,Texas Instruments,SN65HVD72DGK,"250kbps, 213nodes, ±12kV ESD",3.3/5v,SN65HVD72,7/15/2024 8:38:38 AM
SN65HVD71_MSOP8,SCHLIB,"RS-485/RS-422 Transceiver, FULL-DUPLEX",AltiumSCHLIB/rs485-422.SchLib,,Texas Instruments,SN65HVD71DGK,"400kbps, ±12kV ESD",3.3V,SN65HVD71,7/15/2024 8:38:38 AM
SN65HVD78_SOP8,SCHLIB,"RS-485 Transceiver, 3.3V, HalfDuplex",AltiumSCHLIB/rs485-422.SchLib,,TI,SN65HVD78D,"50Mbps, -40~125oC",3.3V,SN65HVD78,7/15/2024 8:38:38 AM
SN65HVD78_SON8,SCHLIB,"RS-485 Transceiver, 3.3V, HalfDuplex",AltiumSCHLIB/rs485-422.SchLib,,TI,SN65HVD78DRB,"50Mbps, -40~125oC",3.3V,SN65HVD78,7/15/2024 8:38:38 AM
MAX3094_SOP16,SCHLIB,RS-485/RS-422 Quad Receiver,AltiumSCHLIB/rs485-422.SchLib,,Maxim Integrated,MAX3094EESE+,"10Mbps, ±15kV air, ±8kV contact",+3v,MAX3094E,7/15/2024 8:38:38 AM
MAX3079_SOP14,SCHLIB,"RS-485/RS-422 Transceiver, FULL-DUPLEX",AltiumSCHLIB/rs485-422.SchLib,,Maxim Integrated,MAX3079EASD,,,MAX3079,7/15/2024 8:38:38 AM
MAX3030_SOP16,SCHLIB,RS-422 Quad Transmitter,AltiumSCHLIB/rs485-422.SchLib,,Maxim Integrated,MAX3030EESE+,"20Mbps, ±15kV ESD-Protected",3.3VCC,MAX3030E,7/15/2024 8:38:38 AM
ISL83490_SOP8,SCHLIB,"RS-485/RS-422 Transceiver, FULL-DUPLEX",AltiumSCHLIB/rs485-422.SchLib,,Renesas,ISL83490IBZ,"10Mbps, -40~85°C",3.3V,ISL83490,7/15/2024 8:38:38 AM
ISL3295_SOT23,SCHLIB,"RS-485, Transmitter, -7~+12V, 20Mbps",AltiumSCHLIB/rs485-422.SchLib,,Intersil,ISL3295E,,3~5.5VCC,ISL3293,7/15/2024 8:38:38 AM
ISL3294_SOT23,SCHLIB,"RS-485, Transmitter, -7~+12V, 0.5Mbps",AltiumSCHLIB/rs485-422.SchLib,,Intersil,ISL3294E,,3~5.5VCC,ISL3293,7/15/2024 8:38:38 AM
ISL3293_SOT23,SCHLIB,"RS-485, Transmitter, -7~+12V, 0.25Mbps",AltiumSCHLIB/rs485-422.SchLib,,Intersil,ISL3293E,,3~5.5VCC,ISL3293,7/15/2024 8:38:38 AM
ISL3280_SOT23,SCHLIB,"RS-485 Receiver, -7V~+12V",AltiumSCHLIB/rs485-422.SchLib,,Intersil,ISL3280E,,3~5.5VCC,ISL3280,7/15/2024 8:38:38 AM
MAX491_SOP14,SCHLIB,"RS-485/RS-422 Transceiver, FULL-DUPLEX",AltiumSCHLIB/rs485-422.SchLib,,Maxim Integrated,MAX491ESD,,,MAX491,7/15/2024 8:38:38 AM
ADM3490_SOP8,SCHLIB,"RS-485/RS-422 Transceiver, FULL-DUPLEX",AltiumSCHLIB/rs485-422.SchLib,,Analog Devices,ADM3490EARZ,"10Mbps, -40~85°C",3.3V,ADM3490,7/15/2024 8:38:38 AM
ADM3488_SOP8,SCHLIB,"RS-485/RS-422 Transceiver, FULL-DUPLEX",AltiumSCHLIB/rs485-422.SchLib,,Analog Devices,ADM3488EARZ,"250Kbps, -40~85°C",3.3V,ADM3488,7/15/2024 8:38:38 AM
ADM3485_SOP8,SCHLIB,"RS-485 Transceiver, 3.3V , Half-Duplex",AltiumSCHLIB/rs485-422.SchLib,,Analog Devices,ADM3485EARZ,,,ADM3485,7/15/2024 8:38:38 AM
SP3485_SOP8,SCHLIB,"RS-485 Transceiver, 3.3V",AltiumSCHLIB/rs485-422.SchLib,,Exar,SP3485,,,SP3485,7/15/2024 8:38:38 AM
MAX488_SOP8,SCHLIB,"RS-485/RS-422 Transceiver, FULL-DUPLEX",AltiumSCHLIB/rs485-422.SchLib,,Maxim Integrated,MAX488ESA,,,MAX488,7/15/2024 8:38:38 AM
MAX485_SOP8,SCHLIB,"RS-485 Transceiver, 5V, SOP-8, ±7V Ground Difference Between Devices on the Bus",AltiumSCHLIB/rs485-422.SchLib,,Maxim Integrated,MAX485ESA,,,MAX485,7/15/2024 8:38:38 AM
MAX485_DIP8,SCHLIB,"RS-485 Transceiver, 5V, DIP-8, ±7V Ground Difference Between Devices on the Bus",AltiumSCHLIB/rs485-422.SchLib,,Maxim Integrated,MAX485EPA,,,MAX485,7/15/2024 8:38:38 AM
LTC485_SOP8,SCHLIB,"RS-485 Transceiver, 5V, SOP-8, ±7V Ground Difference Between Devices on the Bus",AltiumSCHLIB/rs485-422.SchLib,,Linear Technology.,LTC485CS8,,,LTC485,7/15/2024 8:38:38 AM
LTC485_DIP8,SCHLIB,"RS-485 Transceiver, 5V, DIP-8, ±7V Ground Difference Between Devices on the Bus",AltiumSCHLIB/rs485-422.SchLib,,Linear Technology.,LTC485CN8,,,LTC485,7/15/2024 8:38:38 AM
ADM485_SOP8,SCHLIB,"RS-485 Transceiver, 5V, SOP-8, ±7V Ground Difference Between Devices on the Bus",AltiumSCHLIB/rs485-422.SchLib,,Analog Devices,ADM485AR,,,ADM485,7/15/2024 8:38:38 AM
ADM485_DIP8,SCHLIB,"RS-485 Transceiver, 5V, DIP-8, ±7V Ground Difference Between Devices on the Bus",AltiumSCHLIB/rs485-422.SchLib,,Analog Devices,ADM485AN,,,ADM485,7/15/2024 8:38:38 AM
ISO1500_SSOP16,SCHLIB,"RS-485 Transceiver, Isolated, 3KVrms, 1Mbps",AltiumSCHLIB/rs485-422_isolated.SchLib,,Texas Instruments,ISO1500DBQ,"3KV Isolating, 1Mbps, -40~125°C",1.7~5.5VDD1,ISO1500,7/15/2024 8:38:38 AM
ADM2687_SO16W,SCHLIB,"RS-485 Transceiver, Isolated sig, IsoPOWER",AltiumSCHLIB/rs485-422_isolated.SchLib,,Analog Devices,ADM2687EBRIZ,"500Kbps, -40~85°C",5/3.3VCC,ADM2687,7/15/2024 8:38:38 AM
ADM2682_SO16W,SCHLIB,"RS-485 Transceiver, Isolated sig, IsoPOWER",AltiumSCHLIB/rs485-422_isolated.SchLib,,Analog Devices,ADM2682EBRIZ,"16Mbps, -40~85°C",5/3.3VCC,ADM2682,7/15/2024 8:38:38 AM
ADM2485_SO16W,SCHLIB,"RS-485 Transceiver, Isolated, iIntegrated Transformer Driver, 16Mbps",AltiumSCHLIB/rs485-422_isolated.SchLib,,Analog Devices,ADM2485BRWZ,"2.5KV Isolating, 16Mbps, -40~85°C",5/3.3 (VDD1),ADM2485,7/15/2024 8:38:38 AM
ADM2484_SO16W,SCHLIB,"RS-485 Transceiver, Isolated, iCoupler, Full-Duplex",AltiumSCHLIB/rs485-422_isolated.SchLib,,Analog Devices,ADM2484EBRWZ,"5KV Isolating, 500kbps, -40~85°C",5v/3.3v,ADM2484,7/15/2024 8:38:38 AM
ADM2483_SO16W,SCHLIB,"RS-485 Transceiver, Isolated, iCoupler, 16Mbps",AltiumSCHLIB/rs485-422_isolated.SchLib,,Analog Devices,ADM2483BRW,"2.5KV Isolating, 16Mbps, -40~85°C",5/3.3 (VDD1),ADM2483,7/15/2024 8:38:38 AM
ADM2482_SO16W,SCHLIB,"RS-485 Transceiver, Isolated, iIntegrated Transformer Driver, 500kbps",AltiumSCHLIB/rs485-422_isolated.SchLib,,Analog Devices,ADM2482EBRWZ,"2.5KV Isolating, 500kbps, -40~85°C",5/3.3 (VDD1),ADM2482,7/15/2024 8:38:38 AM
AB-RTCMC-IBO5_3725,SCHLIB,"Real-Time Clock, I2C, +IntCryst, 512B, 22nA@3V timekeeping",AltiumSCHLIB/rtc.SchLib,,ABRACON,AB-RTCMC-32.768kHz-IBO5-S3,"I2C, +IntCryst, 512B, -40~85oC",1.5~3.6V,AB-RTCMC,7/15/2024 8:38:38 AM
AB-RTCMC-EOZ9_3725,SCHLIB,"Real-Time Clock, I2C, +IntCryst, 800nA/3V timekeeping",AltiumSCHLIB/rtc.SchLib,,ABRACON,AB-RTCMC-32.768kHz-EOZ9-S3,"I2C, +IntCryst, -40~85oC",1.4~5.5V,AB-RTCMC,7/15/2024 8:38:38 AM
AB-RTCMC-EOA9_3725,SCHLIB,"Real-Time Clock, I2C, +IntCryst, 800nA/3V timekeeping",AltiumSCHLIB/rtc.SchLib,,ABRACON,AB-RTCMC-32.768KHZ-EOA9-S3,"I2C, +IntCryst, -40~125oC",1.4~5.5V,AB-RTCMC,7/15/2024 8:38:38 AM
AB-RTCMC-B5ZE_3725,SCHLIB,"Real-Time Clock, I2C, +IntCryst, 130nA/3V timekeeping",AltiumSCHLIB/rtc.SchLib,,ABRACON,AB-RTCMC-32.768kHz-B5ZE-S3,"I2C, +IntCryst, -40~85oC",1.6~5.5V,AB-RTCMC,7/15/2024 8:38:38 AM
AB-RTCMC-AIGZ_3215,SCHLIB,"Real-Time Clock, I2C, +IntCryst, 350nA/3V timekeeping",AltiumSCHLIB/rtc.SchLib,,ABRACON,AB-RTCMC-32.768kHz-AIGZ-S7,"I2C, +IntCryst, -40~85oC",1.3~4.4V,AB-RTCMC,7/15/2024 8:38:38 AM
DS1338C-33_SOP16,SCHLIB,"Real-Time Clock, I2C, 56B, Batt, +IntCryst",AltiumSCHLIB/rtc.SchLib,,Maxim Integrated,DS1338C-33#,"I2C, 56B, Batt, +IntCryst, -40~85oC","3.0~5.5VCC, 1.3~3.7VBAT",DS1338,7/15/2024 8:38:38 AM
DS1338C-18_SOP16,SCHLIB,"Real-Time Clock, I2C, 56B, Batt, +IntCryst",AltiumSCHLIB/rtc.SchLib,,Maxim Integrated,DS1338C-18#,"I2C, 56B, Batt, +IntCryst, -40~85oC","1.7~5.5VCC, 1.3~3.7VBAT",DS1338,7/15/2024 8:38:38 AM
PCF85263_SSOP10,SCHLIB,"Real-Time Clock, I2C, Alarm, BATT",AltiumSCHLIB/rtc.SchLib,,NXP,PCF85263ATT1/AJ,"I2C, -40~85oC","0.9~5.5V, 1.8~5.5VDD",PCF85263,7/15/2024 8:38:38 AM
MCP79412_SSOP8W,SCHLIB,"Real-Time Clock, I2C, 64B SRAM, 1Kb EEPROM, BATT, alarm",AltiumSCHLIB/rtc.SchLib,,Microchip Technology,MCP79412-I/ST,"I2C, 64B, -40~85oC",1.8~5.5V,MCP79412,7/15/2024 8:38:38 AM
MCP79411_SSOP8W,SCHLIB,"Real-Time Clock, I2C, 64B SRAM, 1Kb EEPROM, BATT, alarm",AltiumSCHLIB/rtc.SchLib,,Microchip Technology,MCP79411-I/ST,"I2C, 64B, -40~85oC",1.8~5.5V,MCP79411,7/15/2024 8:38:38 AM
MCP79410_SSOP8W,SCHLIB,"Real-Time Clock, I2C, 64B SRAM, 1Kb EEPROM, BATT, alarm",AltiumSCHLIB/rtc.SchLib,,Microchip Technology,MCP79410-I/ST,"I2C, 64B, -40~85oC",1.8~5.5V,MCP79410,7/15/2024 8:38:38 AM
DS1338C-3_SOP16,SCHLIB,"Real-Time Clock, I2C, 56B, Batt, +IntCryst",AltiumSCHLIB/rtc.SchLib,,Maxim Integrated,DS1338C-3#,"I2C, 56B, Batt, +IntCryst, -40~85oC","2.7~5.5VCC, 1.3~3.7VBAT",DS1338,7/15/2024 8:38:38 AM
DS1338-33_SSOP8,SCHLIB,"Real-Time Clock, I2C, 56B, Batt",AltiumSCHLIB/rtc.SchLib,,Maxim Integrated,DS1338U-33+,"I2C, 56B, Batt, -40~85oC","3.0~5.5VCC, 1.3~3.7VBAT",DS1338,7/15/2024 8:38:38 AM
DS1338-18_SSOP8,SCHLIB,"Real-Time Clock, I2C, 56B, Batt",AltiumSCHLIB/rtc.SchLib,,Maxim Integrated,DS1338U-18+,"I2C, 56B, Batt, -40~85oC","1.7~5.5VCC, 1.3~3.7VBAT",DS1338,7/15/2024 8:38:38 AM
RTC-8564_SON22,SCHLIB,"Real-Time Clock, I2C,+IntCryst",AltiumSCHLIB/rtc.SchLib,,EPSON,RTC-8564NB,"I2C, -40~85oC",2.4~5.5V,RTC-8564,7/15/2024 8:38:38 AM
RTC-8564_SOJ20,SCHLIB,"Real-Time Clock, I2C,+IntCryst",AltiumSCHLIB/rtc.SchLib,,EPSON,RTC-8564JE,"I2C, -40~85oC",2.4~5.5V,RTC-8564,7/15/2024 8:38:38 AM
RTC-4543_SOP18,SCHLIB,"Real-Time Clock, I2C, +IntCryst",AltiumSCHLIB/rtc.SchLib,,EPSON,RTC-4543SB,"I2C, -40~85oC",2.5~5.5V,RTC-4543,7/15/2024 8:38:38 AM
RTC-4543_SOP14,SCHLIB,"Real-Time Clock, I2C, +IntCryst",AltiumSCHLIB/rtc.SchLib,,EPSON,RTC-4543SA,"I2C, -40~85oC",2.5~5.5V,RTC-4543,7/15/2024 8:38:38 AM
PCF85263_SSOP8,SCHLIB,"Real-Time Clock, I2C, Alarm, BATT",AltiumSCHLIB/rtc.SchLib,,NXP,PCF85263ATT/AJ,"I2C, -40~85oC","0.9~5.5V, 1.8~5.5VDD",PCF85263,7/15/2024 8:38:38 AM
PCF85263_DFN10,SCHLIB,"Real-Time Clock, I2C, Alarm, BATT",AltiumSCHLIB/rtc.SchLib,,NXP,PCF85263ATL/AX,"I2C, -40~85oC","0.9~5.5V, 1.8~5.5VDD",PCF85263,7/15/2024 8:38:38 AM
PCF85063_SSOP8,SCHLIB,"Real-Time Clock, I2C, Alarm",AltiumSCHLIB/rtc.SchLib,,NXP,PCF85063ATT/AJ,"I2C, -40~85oC",0.9~5.5V,PCF85063,7/15/2024 8:38:38 AM
PCF85063_DFN10,SCHLIB,"Real-Time Clock, I2C, Alarm",AltiumSCHLIB/rtc.SchLib,,NXP,"PCF85063ATL/1,118","I2C, -40~85oC",0.9~5.5V,PCF85063,7/15/2024 8:38:38 AM
PCA85063_SSOP8,SCHLIB,"Real-Time Clock, I2C, Alarm",AltiumSCHLIB/rtc.SchLib,,NXP,PCA85063ATT/AJ,"I2C, -40~105oC",0.9~5.5V,PCA85063,7/15/2024 8:38:38 AM
MCP79412_SSOP8,SCHLIB,"Real-Time Clock, I2C, 64B SRAM, 1Kb EEPROM, BATT, alarm",AltiumSCHLIB/rtc.SchLib,,Microchip Technology,MCP79412-I/MS,"I2C, 64B, -40~85oC",1.8~5.5V,MCP79412,7/15/2024 8:38:38 AM
MCP79411_SSOP8,SCHLIB,"Real-Time Clock, I2C, 64B SRAM, 1Kb EEPROM, BATT, alarm",AltiumSCHLIB/rtc.SchLib,,Microchip Technology,MCP79411-I/MS,"I2C, 64B, -40~85oC",1.8~5.5V,MCP79411,7/15/2024 8:38:38 AM
MCP79410_SSOP8,SCHLIB,"Real-Time Clock, I2C, 64B SRAM, 1Kb EEPROM, BATT, alarm",AltiumSCHLIB/rtc.SchLib,,Microchip Technology,MCP79410-I/MS,"I2C, 64B, -40~85oC",1.8~5.5V,MCP79410,7/15/2024 8:38:38 AM
MCP7940_SSOP8W,SCHLIB,"Real-Time Clock, I2C, 64B, BATT, alarm",AltiumSCHLIB/rtc.SchLib,,Microchip Technology,MCP7940N-I/ST,"I2C, 64B, -40~85oC",1.8~5.5V,MCP7940,7/15/2024 8:38:38 AM
DS1338-3_SSOP8,SCHLIB,"Real-Time Clock, I2C, 56B, Batt",AltiumSCHLIB/rtc.SchLib,,Maxim Integrated,DS1338U-3+,"I2C, 56B, Batt, -40~85oC","2.7~5.5VCC, 1.3~3.7VBAT",DS1338,7/15/2024 8:38:38 AM
DS1338-33_SOP8,SCHLIB,"Real-Time Clock, I2C, 56B, Batt",AltiumSCHLIB/rtc.SchLib,,Maxim Integrated,DS1338Z-33+,"I2C, 56B, Batt, -40~85oC","3.0~5.5VCC, 1.3~3.7VBAT",DS1338,7/15/2024 8:38:38 AM
DS1338-18_SOP8,SCHLIB,"Real-Time Clock, I2C, 56B, Batt",AltiumSCHLIB/rtc.SchLib,,Maxim Integrated,DS1338Z-18+,"I2C, 56B, Batt, -40~85oC","1.7~5.5VCC, 1.3~3.7VBAT",DS1338,7/15/2024 8:38:38 AM
RX-8581_SOP14,SCHLIB,"Real-Time Clock, I2C, +IntCryst",AltiumSCHLIB/rtc.SchLib,,EPSON,RX-8581SA,"I2C, -40~85oC",1.8~5.5V,RX-8581,7/15/2024 8:38:38 AM
RX-8581_SON22,SCHLIB,"Real-Time Clock, I2C, +IntCryst",AltiumSCHLIB/rtc.SchLib,,EPSON,RX-8581NB,"I2C, -40~85oC",1.8~5.5V,RX-8581,7/15/2024 8:38:38 AM
RX-8564_SOJ12,SCHLIB,"Real-Time Clock, I2C,+IntCryst",AltiumSCHLIB/rtc.SchLib,,EPSON,RX-8564LC,"I2C, -40~85oC",1.8~5.5V,RX-8564,7/15/2024 8:38:38 AM
RX-8035_SOP14,SCHLIB,"Real-Time Clock, I2C,+IntCryst, BATT",AltiumSCHLIB/rtc.SchLib,,EPSON,RX-8035SA,"I2C, -40~85oC",2.4~5.5V,RX-8035,7/15/2024 8:38:38 AM
RX-8035_SOJ12,SCHLIB,"Real-Time Clock, I2C,+IntCryst, BATT",AltiumSCHLIB/rtc.SchLib,,EPSON,RX-8035LC,"I2C, -40~85oC",2.4~5.5V,RX-8035,7/15/2024 8:38:38 AM
RX-4581_SON22,SCHLIB,"Real-Time Clock, SPI, 128B, +IntCryst",AltiumSCHLIB/rtc.SchLib,,EPSON,RX-4581NB,"SPI, -40~85oC",1.6~5.5V,RX-4581,7/15/2024 8:38:38 AM
PCF8563_SSOP8,SCHLIB,"Real-Time Clock, I2C, Alarm",AltiumSCHLIB/rtc.SchLib,,NXP,PCF8563TS/5,"I2C, -40~85oC","1~5.5V, 1.8~5.5VDD",PCF8563,7/15/2024 8:38:38 AM
PCF8563_SON10,SCHLIB,"Real-Time Clock, I2C, Alarm",AltiumSCHLIB/rtc.SchLib,,NXP,PCF8563BS/4,"I2C, -40~85oC","1~5.5V, 1.8~5.5VDD",PCF8563,7/15/2024 8:38:38 AM
PCF85263_SOP8,SCHLIB,"Real-Time Clock, I2C, Alarm, BATT",AltiumSCHLIB/rtc.SchLib,,NXP,PCF85263AT/AJ,"I2C, -40~85oC","0.9~5.5V, 1.8~5.5VDD",PCF85263,7/15/2024 8:38:38 AM
PCF85063_SOP8,SCHLIB,"Real-Time Clock, I2C, Alarm",AltiumSCHLIB/rtc.SchLib,,NXP,PCF85063AT/A,"I2C, -40~85oC",0.9~5.5V,PCF85063,7/15/2024 8:38:38 AM
PCF85063_SON8,SCHLIB,"Real-Time Clock, I2C, Alarm",AltiumSCHLIB/rtc.SchLib,,NXP,PCF85063TP/1Z,"I2C, -40~85oC",0.9~5.5V,PCF85063,7/15/2024 8:38:38 AM
MCP79412_SOP8,SCHLIB,"Real-Time Clock, I2C, 64B SRAM, 1Kb EEPROM, BATT, alarm",AltiumSCHLIB/rtc.SchLib,,Microchip Technology,MCP79412T-I/SN,"I2C, 64B, -40~85oC",1.8~5.5V,MCP79412,7/15/2024 8:38:38 AM
MCP79412_DFN8,SCHLIB,"Real-Time Clock, I2C, 64B SRAM, 1Kb EEPROM, BATT, alarm",AltiumSCHLIB/rtc.SchLib,,Microchip Technology,MCP79412T-I/MNY,"I2C, 64B, -40~85oC",1.8~5.5V,MCP79412,7/15/2024 8:38:38 AM
MCP79411_SOP8,SCHLIB,"Real-Time Clock, I2C, 64B SRAM, 1Kb EEPROM, BATT, alarm",AltiumSCHLIB/rtc.SchLib,,Microchip Technology,MCP79411T-I/SN,"I2C, 64B, -40~85oC",1.8~5.5V,MCP79411,7/15/2024 8:38:38 AM
MCP79411_DFN8,SCHLIB,"Real-Time Clock, I2C, 64B SRAM, 1Kb EEPROM, BATT, alarm",AltiumSCHLIB/rtc.SchLib,,Microchip Technology,MCP79411T-I/MNY,"I2C, 64B, -40~85oC",1.8~5.5V,MCP79411,7/15/2024 8:38:38 AM
MCP79410_SOP8,SCHLIB,"Real-Time Clock, I2C, 64B SRAM, 1Kb EEPROM, BATT, alarm",AltiumSCHLIB/rtc.SchLib,,Microchip Technology,MCP79410T-I/SN,"I2C, 64B, -40~85oC",1.8~5.5V,MCP79410,7/15/2024 8:38:38 AM
MCP79410_DFN8,SCHLIB,"Real-Time Clock, I2C, 64B SRAM, 1Kb EEPROM, BATT, alarm",AltiumSCHLIB/rtc.SchLib,,Microchip Technology,MCP79410T-I/MNY,"I2C, 64B, -40~85oC",1.8~5.5V,MCP79410,7/15/2024 8:38:38 AM
MCP7940_SSOP8,SCHLIB,"Real-Time Clock, I2C, 64B, BATT, alarm",AltiumSCHLIB/rtc.SchLib,,Microchip Technology,"MCP7940N-I/MS, MCP7940NT-I/MS","I2C, 64B, -40~85oC",1.8~5.5V,MCP7940,7/15/2024 8:38:38 AM
M41T83Z_SOP16,SCHLIB,"Real-Time Clock, I2C, 32B, BATT, alarm, +IntCrystal",AltiumSCHLIB/rtc.SchLib,,STMicroelectronics,M41T83ZMY6F,"I2C, 32B, +IntCrystal, -40~85oC",2.4~5.5V,M41T83,7/15/2024 8:38:38 AM
M41T83Z_QFN16,SCHLIB,"Real-Time Clock, I2C, 32B, BATT, alarm",AltiumSCHLIB/rtc.SchLib,,STMicroelectronics,M41T83ZQA6F,"I2C, 32B, -40~85oC",2.4~5.5V,M41T83,7/15/2024 8:38:38 AM
M41T83S_QFN16,SCHLIB,"Real-Time Clock, I2C, 32B, BATT, alarm",AltiumSCHLIB/rtc.SchLib,,STMicroelectronics,M41T83SQA6F,"I2C, 32B, -40~85oC",3~5.5V,M41T83,7/15/2024 8:38:38 AM
M41T83R_QFN16,SCHLIB,"Real-Time Clock, I2C, 32B, BATT, alarm",AltiumSCHLIB/rtc.SchLib,,STMicroelectronics,M41T83RQA6F,"I2C, 32B, -40~85oC",2.7~5.5V,M41T83,7/15/2024 8:38:38 AM
DS3231_SOP16W,SCHLIB,"Real-Time Clock, I2C, +IntCryst",AltiumSCHLIB/rtc.SchLib,,Maxim Integrated,DS3231SN#,"I2C, +IntCryst, -40~85°C",2.3~5.5V,DS3231,7/15/2024 8:38:38 AM
DS1338-3_SOP8,SCHLIB,"Real-Time Clock, I2C, 56B, Batt",AltiumSCHLIB/rtc.SchLib,,Maxim Integrated,DS1338Z-3+,"I2C, 56B, Batt, -40~85oC","2.7~5.5VCC, 1.3~3.7VBAT",DS1338,7/15/2024 8:38:38 AM
DS1337C_SOP16,SCHLIB,"Real-Time Clock, I2C, +IntCryst",AltiumSCHLIB/rtc.SchLib,,Maxim Integrated,DS1337C#,"I2C, -40~85oC",1.8~5.5V,DS1337,7/15/2024 8:38:38 AM
PCF8563_SOP8,SCHLIB,"Real-Time Clock, I2C, Alarm",AltiumSCHLIB/rtc.SchLib,,NXP,PCF8563T/5,"I2C, -40~85oC","1~5.5V, 1.8~5.5VDD",PCF8563,7/15/2024 8:38:38 AM
